sample_idx,param,ref_unscaled,pred_unscaled,abs_error_unscaled,sq_error_unscaled
0,qubit_frequency_GHz,4.11508,4.1102,0.00487664,2.37816e-05
0,anharmonicity_MHz,-150.844,-151.176,0.331252,0.109728
1,qubit_frequency_GHz,3.95949,3.95871,0.000771351,5.94982e-07
1,anharmonicity_MHz,-138.744,-138.945,0.20107,0.0404293
2,qubit_frequency_GHz,5.04726,5.03061,0.0166499,0.000277218
2,anharmonicity_MHz,-236.389,-235.468,0.921169,0.848552
