data_augmentation,model_shape,model_type,test_loss,train_loss,train_dropout_rate,train_early_stop_patience,train_batch_size,train_val_split,lr_initial,lr_decay_step,lr_decay_rate,lr_stair_case
True,model2_mlp_5_64_2,Model2_QiskitToHamParam,0.00972745567560196,mae,0,60,128,0.15/0.15,0.0049807,100,0.99,False
