sample_idx,param,ref_unscaled,pred_unscaled,abs_error_unscaled,sq_error_unscaled
9,claw_to_claw,83.0172,82.9378,0.0793725,0.00629999
9,ground_to_ground,267.491,265.412,2.07914,4.32283
10,cross_to_ground,154.214,155.919,1.70478,2.90628
10,claw_to_ground,62.0671,61.9223,0.144756,0.0209544
10,cross_to_claw,2.51902,2.47587,0.0431465,0.00186162
10,cross_to_cross,154.214,155.889,1.67495,2.80546
10,claw_to_claw,64.8862,64.777,0.109215,0.011928
10,ground_to_ground,276.495,276.468,0.0277402,0.000769518
11,cross_to_ground,133.903,133.934,0.031008,0.000961494
11,claw_to_ground,93.2771,93.2729,0.00421996,1.78081e-05
11,cross_to_claw,5.60533,5.54037,0.0649624,0.00422011
11,cross_to_cross,133.903,133.904,0.00154325,2.38163e-06
11,claw_to_claw,99.2952,99.2715,0.0236933,0.00056137
11,ground_to_ground,284.79,282.829,1.9612,3.84631
12,cross_to_ground,142.212,142.185,0.0273181,0.00074628
12,claw_to_ground,69.2563,69.4649,0.208509,0.043476
12,cross_to_claw,3.54021,3.48353,0.0566752,0.00321208
12,cross_to_cross,142.212,142.183,0.0291187,0.000847897
12,claw_to_claw,73.1351,73.3325,0.197349,0.0389466
12,ground_to_ground,270.702,268.588,2.11462,4.47163
13,cross_to_ground,214.105,212.955,1.14954,1.32144
13,claw_to_ground,115.969,115.188,0.781201,0.610275
13,cross_to_claw,5.31174,5.52359,0.211848,0.0448794
13,cross_to_cross,214.105,213.018,1.08673,1.18099
13,claw_to_claw,121.717,121.03,0.687342,0.472438
13,ground_to_ground,399.959,397.629,2.32995,5.42867
14,cross_to_ground,67.2241,67.0397,0.184429,0.0340141
14,claw_to_ground,55.4983,56.615,1.11672,1.24707
14,cross_to_claw,2.50404,2.48228,0.0217574,0.000473383
14,cross_to_cross,67.2241,67.0655,0.158619,0.0251599
14,claw_to_claw,58.39,59.5938,1.20379,1.4491
14,ground_to_ground,168.461,166.682,1.77853,3.16317
15,cross_to_ground,218.767,217.925,0.842237,0.709364
15,claw_to_ground,154.485,154.242,0.243487,0.0592857
15,cross_to_claw,12.4785,12.5057,0.0272182,0.000740829
15,cross_to_cross,218.767,217.843,0.924223,0.854188
15,claw_to_claw,167.522,167.042,0.48065,0.231025
15,ground_to_ground,444.859,442.936,1.92292,3.69761
16,cross_to_ground,40.867,44.4159,3.54894,12.5949
16,claw_to_ground,55.0005,54.3581,0.642418,0.412701
16,cross_to_claw,2.94925,2.69979,0.249459,0.0622296
16,cross_to_cross,40.867,44.4362,3.56925,12.7395
16,claw_to_claw,58.4218,57.6157,0.806181,0.649927
16,ground_to_ground,136.443,137.798,1.35484,1.8356
17,cross_to_ground,67.7372,67.6968,0.040375,0.00163014
17,claw_to_ground,62.5663,62.3756,0.190685,0.0363607
17,cross_to_claw,2.06963,2.10437,0.034738,0.00120673
17,cross_to_cross,67.7372,67.7093,0.027901,0.000778464
17,claw_to_claw,65.0425,65.0264,0.0160823,0.00025864
17,ground_to_ground,176.414,173.554,2.8601,8.1802
18,cross_to_ground,215.482,215.444,0.0371788,0.00138226
18,claw_to_ground,130.523,130.812,0.289244,0.083662
18,cross_to_claw,9.69242,9.75529,0.0628662,0.00395216
18,cross_to_cross,215.482,215.456,0.0260094,0.000676487
18,claw_to_claw,140.712,140.86,0.147953,0.0218901
18,ground_to_ground,416.75,416.242,0.507744,0.257803
19,cross_to_ground,128.469,128.483,0.0139012,0.000193243
19,claw_to_ground,92.2553,92.3738,0.118416,0.0140224
19,cross_to_claw,6.12405,6.06485,0.0591997,0.0035046
19,cross_to_cross,128.469,128.459,0.0105129,0.00011052
19,claw_to_claw,98.811,98.881,0.0699796,0.00489714
19,ground_to_ground,278.1,275.926,2.17388,4.72574
20,cross_to_ground,209.096,209.429,0.333157,0.110994
20,claw_to_ground,140.917,141.354,0.437011,0.190979
20,cross_to_claw,10.9389,11.0271,0.0882535,0.00778867
20,cross_to_cross,209.096,209.476,0.380582,0.144842
20,claw_to_claw,152.371,152.672,0.301265,0.0907606
20,ground_to_ground,420.254,420.231,0.0235176,0.000553079
21,cross_to_ground,80.3741,80.3361,0.0380152,0.00144515
21,claw_to_ground,75.0562,74.7576,0.298584,0.0891524
21,cross_to_claw,3.05308,3.07606,0.022982,0.000528171
21,cross_to_cross,80.3741,80.3375,0.0365503,0.00133593
21,claw_to_claw,78.5769,78.3563,0.220658,0.0486899
21,ground_to_ground,203.344,201.104,2.24013,5.01818
22,cross_to_ground,171.522,171.856,0.333812,0.111431
22,claw_to_ground,121.417,121.563,0.146116,0.0213497
22,cross_to_claw,8.33617,8.34378,0.00761338,5.79635e-05
22,cross_to_cross,171.522,171.812,0.290309,0.0842796
22,claw_to_claw,130.221,130.344,0.122898,0.0151039
22,ground_to_ground,356.802,356.153,0.649251,0.421526
23,cross_to_ground,186.085,186.822,0.737487,0.543887
23,claw_to_ground,108.08,108.138,0.0580749,0.0033727
23,cross_to_claw,5.10324,5.25908,0.155843,0.0242871
23,cross_to_cross,186.085,186.819,0.734191,0.539037
23,claw_to_claw,113.609,113.749,0.140386,0.0197082
23,ground_to_ground,360.091,359.82,0.27089,0.0733814
24,cross_to_ground,89.5432,90.1686,0.62544,0.391175
24,claw_to_ground,82.3353,82.6048,0.269462,0.0726095
24,cross_to_claw,4.93333,4.95064,0.0173145,0.000299792
24,cross_to_cross,89.5432,90.1367,0.593564,0.352318
24,claw_to_claw,87.7731,88.1299,0.35676,0.127278
24,ground_to_ground,221.72,220.643,1.07752,1.16106
25,cross_to_ground,205.653,205.963,0.310497,0.0964083
25,claw_to_ground,116.693,116.88,0.186947,0.0349492
25,cross_to_claw,8.21753,8.22407,0.00653673,4.27289e-05
25,cross_to_cross,205.653,205.985,0.332515,0.110566
25,claw_to_claw,125.377,125.442,0.064533,0.00416451
25,ground_to_ground,391.739,391.178,0.56049,0.314149
26,cross_to_ground,183.373,183.347,0.02609,0.000680686
26,claw_to_ground,102.937,103.318,0.38032,0.144643
26,cross_to_claw,6.93234,6.82413,0.108209,0.0117091
26,cross_to_cross,183.373,183.324,0.049619,0.00246205
26,claw_to_claw,110.297,110.519,0.222032,0.0492981
26,ground_to_ground,352.766,351.264,1.50228,2.25683
27,cross_to_ground,136.201,137.381,1.18009,1.39262
27,claw_to_ground,120.437,121.411,0.973966,0.94861
27,cross_to_claw,9.17838,9.37226,0.19388,0.0375895
27,cross_to_cross,136.201,137.353,1.15164,1.32627
27,claw_to_claw,130.191,131.212,1.02033,1.04106
27,ground_to_ground,314.959,315.698,0.738132,0.544839
28,cross_to_ground,143.809,143.952,0.142307,0.0202513
28,claw_to_ground,125.379,125.134,0.244696,0.0598762
28,cross_to_claw,7.12592,7.31445,0.188532,0.0355444
28,cross_to_cross,143.809,143.903,0.0933415,0.00871264
28,claw_to_claw,133.085,132.93,0.155427,0.0241576
28,ground_to_ground,328.24,326.989,1.25087,1.56467
29,cross_to_ground,154.562,154.627,0.0647417,0.00419148
29,claw_to_ground,73.5911,73.3829,0.208209,0.0433509
29,cross_to_claw,2.50326,2.63286,0.1296,0.0167961
29,cross_to_cross,154.562,154.577,0.0152269,0.000231858
29,claw_to_claw,76.446,76.4261,0.0198607,0.000394447
29,ground_to_ground,289.127,286.816,2.31125,5.34186
30,cross_to_ground,147.857,147.898,0.0404235,0.00163406
30,claw_to_ground,69.3448,69.5396,0.194805,0.0379489
30,cross_to_claw,3.53509,3.47299,0.0620976,0.00385611
30,cross_to_cross,147.857,147.903,0.0454131,0.00206235
30,claw_to_claw,73.2293,73.3824,0.153133,0.0234497
30,ground_to_ground,277.127,275.323,1.80368,3.25328
31,cross_to_ground,164.919,164.945,0.026022,0.000677144
31,claw_to_ground,82.7806,82.5158,0.26487,0.0701561
31,cross_to_claw,3.23513,3.32336,0.0882304,0.00778461
31,cross_to_cross,164.919,164.923,0.00403407,1.62737e-05
31,claw_to_claw,86.3471,86.2284,0.118767,0.0141056
31,ground_to_ground,309.838,308.184,1.65486,2.73855
32,cross_to_ground,156.198,156.409,0.211461,0.0447159
32,claw_to_ground,92.521,93.0949,0.573955,0.329424
32,cross_to_claw,5.93444,5.84479,0.0896481,0.00803678
32,cross_to_cross,156.198,156.409,0.2114,0.04469
32,claw_to_claw,98.8679,99.3355,0.467608,0.218658
32,ground_to_ground,310.663,309.305,1.35764,1.84318
33,cross_to_ground,56.26,56.1046,0.155469,0.0241707
33,claw_to_ground,58.6458,58.7526,0.106832,0.011413
33,cross_to_claw,2.98994,2.87002,0.119917,0.0143802
33,cross_to_cross,56.26,56.1306,0.1294,0.0167442
33,claw_to_claw,62.0852,62.1474,0.062187,0.00386722
33,ground_to_ground,158.56,156.004,2.55574,6.53181
34,cross_to_ground,164.345,164.609,0.264224,0.0698141
34,claw_to_ground,89.9811,89.8404,0.14072,0.0198021
34,cross_to_claw,3.77364,3.87389,0.100247,0.0100494
34,cross_to_cross,164.345,164.618,0.273425,0.074761
34,claw_to_claw,94.1139,94.0962,0.0177291,0.000314321
34,ground_to_ground,316.447,315.25,1.19721,1.43331
35,cross_to_ground,161.198,161.418,0.220146,0.0484641
35,claw_to_ground,99.2928,99.8323,0.539523,0.291085
35,cross_to_claw,6.64752,6.55081,0.0967101,0.00935285
35,cross_to_cross,161.198,161.406,0.208106,0.0433083
35,claw_to_claw,106.419,106.784,0.364546,0.132894
35,ground_to_ground,322.876,322.063,0.812822,0.660679
36,cross_to_ground,157.365,157.822,0.457262,0.209089
36,claw_to_ground,112.046,112.13,0.0844385,0.00712986
36,cross_to_claw,5.50703,5.75604,0.249008,0.0620048
36,cross_to_cross,157.365,157.8,0.43529,0.189477
36,claw_to_claw,118.084,118.316,0.231751,0.0537087
36,ground_to_ground,330.323,330.064,0.258936,0.0670477
37,cross_to_ground,194.212,194.561,0.349591,0.122214
37,claw_to_ground,79.3731,79.1597,0.213394,0.0455369
37,cross_to_claw,2.92829,3.03647,0.108177,0.0117022
37,cross_to_cross,194.212,194.495,0.283261,0.0802371
37,claw_to_claw,82.5874,82.5485,0.0389023,0.00151339
37,ground_to_ground,340.336,339.141,1.1947,1.4273
38,cross_to_ground,142.5,142.495,0.00498169,2.48173e-05
38,claw_to_ground,80.3076,80.1797,0.127958,0.0163732
38,cross_to_claw,3.01723,3.18667,0.169439,0.0287095
38,cross_to_cross,142.5,142.497,0.00284546,8.09666e-06
38,claw_to_claw,83.7106,83.7819,0.0713114,0.00508531
38,ground_to_ground,282.094,279.563,2.53123,6.40712
39,cross_to_ground,185.993,185.761,0.231371,0.0535324
39,claw_to_ground,98.0671,97.7624,0.3047,0.0928423
39,cross_to_claw,4.17102,4.33765,0.166634,0.0277668
39,cross_to_cross,185.993,185.745,0.248323,0.0616644
39,claw_to_claw,102.615,102.47,0.145207,0.0210852
39,ground_to_ground,350.527,348.176,2.35081,5.52632
40,cross_to_ground,186.708,186.479,0.228918,0.0524033
40,claw_to_ground,119.225,119.357,0.132071,0.0174427
40,cross_to_claw,8.69031,8.57883,0.111477,0.0124272
40,cross_to_cross,186.708,186.42,0.288152,0.0830317
40,claw_to_claw,128.477,128.358,0.118977,0.0141554
40,ground_to_ground,373.156,371.396,1.76047,3.09924
41,cross_to_ground,93.7133,95.0126,1.29937,1.68835
41,claw_to_ground,92.442,93.4288,0.986818,0.97381
41,cross_to_claw,6.39665,6.72852,0.331875,0.110141
41,cross_to_cross,93.7133,95.0746,1.36139,1.85337
41,claw_to_claw,99.3924,100.575,1.18225,1.39772
41,ground_to_ground,236.824,237.315,0.490823,0.240907
42,cross_to_ground,158.003,158.6,0.597066,0.356488
42,claw_to_ground,86.6498,86.6067,0.0431458,0.00186156
42,cross_to_claw,4.77891,4.78049,0.00157611,2.48411e-06
42,cross_to_cross,158.003,158.586,0.58283,0.33969
42,claw_to_claw,91.8231,91.7822,0.0409197,0.00167442
42,ground_to_ground,305.876,304.9,0.975992,0.95256
43,cross_to_ground,121.35,120.937,0.412412,0.170084
43,claw_to_ground,55.8194,56.1277,0.308308,0.0950541
43,cross_to_claw,2.33458,2.24241,0.0921717,0.00849563
43,cross_to_cross,121.35,120.982,0.36749,0.135049
43,claw_to_claw,58.4176,58.6839,0.266253,0.0708907
43,ground_to_ground,232.363,230.014,2.34909,5.51824
44,cross_to_ground,135.979,136.229,0.249985,0.0624925
44,claw_to_ground,75.8848,76.5025,0.617732,0.381593
44,cross_to_claw,4.23694,4.17456,0.0623847,0.00389185
44,cross_to_cross,135.979,136.222,0.243271,0.0591809
44,claw_to_claw,80.4831,81.0917,0.608605,0.3704
44,ground_to_ground,270.329,268.696,1.63277,2.66595
45,cross_to_ground,101.585,101.908,0.322863,0.104241
45,claw_to_ground,89.394,89.4246,0.0305734,0.000934735
45,cross_to_claw,4.10747,4.21325,0.105783,0.0111899
45,cross_to_cross,101.585,101.932,0.347445,0.120718
45,claw_to_claw,94.0172,94.1077,0.0904413,0.00817962
45,ground_to_ground,242.671,241.295,1.37584,1.89294
46,cross_to_ground,190.859,189.585,1.2742,1.62359
46,claw_to_ground,132.609,131.873,0.735226,0.540558
46,cross_to_claw,10.2583,10.1633,0.0950433,0.00903323
46,cross_to_cross,190.859,189.565,1.29449,1.67572
46,claw_to_claw,143.423,142.43,0.992185,0.984431
46,ground_to_ground,391.384,387.993,3.39065,11.4965
47,cross_to_ground,175.274,175.306,0.0314741,0.000990617
47,claw_to_ground,91.046,90.8488,0.197162,0.0388727
47,cross_to_claw,3.68023,3.8502,0.169968,0.0288891
47,cross_to_cross,175.274,175.291,0.0169019,0.000285675
47,claw_to_claw,95.1264,95.0832,0.0431967,0.00186596
47,ground_to_ground,330.986,328.858,2.12785,4.52776
48,cross_to_ground,115.148,116.003,0.855678,0.732185
48,claw_to_ground,107.021,107.782,0.761223,0.579461
48,cross_to_claw,7.78498,8.0636,0.278617,0.0776273
48,cross_to_cross,115.148,116.003,0.854892,0.730841
48,claw_to_claw,115.386,116.279,0.893209,0.797822
48,ground_to_ground,276.513,276.683,0.170087,0.0289294
49,cross_to_ground,150.282,150.497,0.21467,0.0460832
49,claw_to_ground,95.6985,96.2151,0.516616,0.266892
49,cross_to_claw,6.33415,6.23542,0.0987326,0.00974813
49,cross_to_cross,150.282,150.48,0.198114,0.0392492
49,claw_to_claw,102.511,102.867,0.356389,0.127013
49,ground_to_ground,306.818,305.587,1.23162,1.51689
